employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
54044,Sales & Marketing,region_2,Master's & above,m,other,1,42,3.0,5,0,51,1
39218,Operations,region_2,Bachelor's,m,sourcing,2,34,5.0,6,0,62,0
60623,Procurement,region_32,Bachelor's,m,sourcing,1,34,1.0,7,0,70,0
19636,Technology,region_13,Bachelor's,m,sourcing,1,29,2.0,5,0,79,0
20709,Finance,region_7,Master's & above,m,sourcing,1,33,5.0,7,0,71,1
71681,HR,region_2,Bachelor's,f,sourcing,1,31,4.0,3,0,55,0
38750,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,47,1.0,2,0,50,0
67590,Finance,region_4,Bachelor's,m,other,1,28,4.0,5,0,61,0
46598,Sales & Marketing,region_2,Bachelor's,m,referred,2,36,4.0,7,0,54,0
28718,Sales & Marketing,region_2,Master's & above,m,other,1,41,2.0,7,0,49,0
37235,Operations,region_16,Master's & above,f,other,1,36,5.0,9,0,58,0
1343,Sales & Marketing,region_13,Master's & above,m,other,1,31,4.0,6,0,52,0
36164,Operations,region_7,Master's & above,f,other,1,43,4.0,14,0,59,0
5403,Operations,region_31,Bachelor's,m,other,1,35,4.0,3,1,56,0
33885,Analytics,region_7,Bachelor's,m,other,1,28,1.0,2,0,85,0
6680,Technology,region_2,Bachelor's,m,sourcing,1,34,4.0,5,0,77,0
24412,Sales & Marketing,region_22,Bachelor's,f,other,1,29,2.0,4,0,49,0
11094,Operations,region_2,Bachelor's,f,other,2,55,3.0,8,0,61,0
46742,Analytics,region_1,Bachelor's,m,sourcing,3,29,3.0,3,0,87,0
42968,Technology,region_13,Master's & above,m,other,1,48,1.0,17,0,80,0
77764,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,30,5.0,4,0,48,0
69156,Procurement,region_27,Bachelor's,f,sourcing,1,37,2.0,8,0,67,0
20917,Technology,region_2,Bachelor's,f,other,1,31,3.0,6,0,82,0
28169,Finance,region_2,Bachelor's,m,other,4,26,4.0,7,0,62,0
68389,Procurement,region_22,Bachelor's,m,sourcing,2,46,4.0,2,0,66,0
61227,Sales & Marketing,region_29,Bachelor's,m,other,1,27,4.0,5,0,52,0
28796,Analytics,region_22,Bachelor's,f,other,2,26,3.0,2,0,82,0
21605,Procurement,region_19,Bachelor's,m,sourcing,1,33,3.0,4,0,73,0
38849,Sales & Marketing,region_31,Bachelor's,m,sourcing,2,38,3.0,8,0,45,0
42599,Operations,region_15,Bachelor's,m,other,1,43,5.0,13,0,57,0
21001,Procurement,region_2,Master's & above,f,sourcing,2,35,3.0,4,0,72,0
26012,Analytics,region_22,Bachelor's,m,referred,1,29,3.0,4,0,85,0
74948,Procurement,region_13,Bachelor's,f,sourcing,1,43,5.0,13,0,67,0
32559,Finance,region_7,Master's & above,m,sourcing,1,38,4.0,4,0,58,0
56926,Procurement,region_2,Bachelor's,m,other,1,41,3.0,6,0,69,0
75715,Technology,region_15,Bachelor's,f,sourcing,4,35,5.0,5,0,79,0
56987,Technology,region_1,Master's & above,f,other,1,30,1.0,2,0,77,0
77148,Operations,region_32,Bachelor's,m,other,1,30,3.0,7,0,57,0
73850,Sales & Marketing,region_2,Master's & above,m,sourcing,1,35,3.0,6,1,50,1
23917,Sales & Marketing,region_26,Bachelor's,m,other,1,42,1.0,12,0,48,0
44187,Operations,region_15,Bachelor's,m,sourcing,1,38,5.0,10,0,60,0
76109,Technology,region_5,Bachelor's,m,other,1,41,1.0,5,0,80,0
41781,Technology,region_16,Master's & above,f,other,1,34,5.0,10,0,81,0
25399,Operations,region_2,Master's & above,m,sourcing,1,41,3.0,10,0,55,0
31535,Procurement,region_2,Bachelor's,f,other,1,42,3.0,16,0,73,0
35279,Operations,region_4,Master's & above,m,sourcing,1,39,2.0,9,0,63,0
22368,Procurement,region_2,Bachelor's,m,sourcing,1,41,5.0,6,0,67,0
25637,Technology,region_22,Bachelor's,m,other,1,26,2.0,1,0,83,0
4023,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,35,3.0,7,0,49,0
36462,HR,region_20,Master's & above,m,other,1,37,5.0,15,0,48,0
65208,Operations,region_20,Bachelor's,f,sourcing,1,27,5.0,3,0,60,0
20640,Sales & Marketing,region_11,Master's & above,m,other,1,41,2.0,4,0,54,0
41199,Sales & Marketing,region_23,Master's & above,f,other,1,36,4.0,10,0,53,0
894,R&D,region_22,Bachelor's,m,sourcing,1,26,3.0,2,0,85,0
31126,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,29,2.0,3,0,47,0
60040,Sales & Marketing,region_7,Bachelor's,m,other,1,50,3.0,12,0,53,1
27848,Analytics,region_15,Bachelor's,m,other,1,34,3.0,3,0,87,0
52993,Procurement,region_17,Master's & above,f,other,1,34,5.0,5,0,70,1
50525,Operations,region_22,Bachelor's,f,other,1,31,2.0,3,0,60,0
26729,Analytics,region_2,Bachelor's,m,other,1,46,5.0,18,0,88,0
2476,Sales & Marketing,region_25,Bachelor's,m,other,1,30,3.0,5,0,51,0
69340,Procurement,region_12,Master's & above,m,other,1,37,3.0,7,0,70,0
69154,Sales & Marketing,region_26,Bachelor's,m,other,1,36,3.0,4,1,94,1
597,Procurement,region_2,Bachelor's,m,other,1,47,2.0,15,0,69,0
43033,Sales & Marketing,region_7,Bachelor's,m,referred,1,28,5.0,4,0,52,0
19509,Analytics,region_2,Master's & above,m,sourcing,1,41,5.0,3,0,90,0
21864,Procurement,region_7,Master's & above,m,sourcing,1,43,4.0,7,0,69,0
35294,Operations,region_11,Bachelor's,m,sourcing,1,31,3.0,7,0,59,0
56520,R&D,region_22,Bachelor's,m,sourcing,1,32,3.0,6,0,82,0
16939,Sales & Marketing,region_17,Bachelor's,m,other,1,31,4.0,3,0,60,1
19438,Operations,region_12,Bachelor's,f,sourcing,2,35,5.0,7,0,63,0
33498,Finance,region_30,Bachelor's,m,other,3,26,3.0,2,0,56,0
68717,Sales & Marketing,region_1,Master's & above,m,sourcing,1,34,3.0,3,0,62,1
73311,Operations,region_11,Bachelor's,m,sourcing,1,39,4.0,7,0,61,0
54073,Sales & Marketing,region_20,Bachelor's,m,sourcing,2,33,4.0,10,0,46,0
38803,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,43,4.0,7,0,51,0
17353,Finance,region_2,Bachelor's,m,sourcing,1,27,5.0,2,0,61,0
70106,Operations,region_7,Master's & above,f,other,1,34,5.0,7,1,64,0
15421,Sales & Marketing,region_26,Bachelor's,f,other,1,35,1.0,8,0,54,0
3506,Operations,region_2,Bachelor's,f,other,1,31,4.0,6,0,61,0
71987,Operations,region_15,Bachelor's,m,other,2,32,3.0,8,0,60,0
42390,HR,region_2,Bachelor's,m,referred,1,33,4.0,5,0,48,0
20886,Operations,region_7,Master's & above,m,other,1,40,1.0,4,0,54,0
11697,HR,region_29,Bachelor's,m,other,1,35,1.0,9,0,48,0
24823,Sales & Marketing,region_25,Master's & above,m,other,1,39,4.0,9,0,53,0
59878,Operations,region_11,Master's & above,m,other,1,50,3.0,2,0,57,0
26798,Operations,region_32,Master's & above,m,other,1,38,3.0,6,0,60,0
35789,Procurement,region_2,Bachelor's,f,referred,1,31,2.0,2,0,70,0
6812,Operations,region_16,Bachelor's,f,other,1,27,3.0,4,0,61,0
60275,Technology,region_7,Bachelor's,f,other,1,31,3.0,4,0,78,0
38368,Legal,region_7,Bachelor's,m,other,1,48,5.0,16,0,54,0
4061,Technology,region_16,Bachelor's,m,other,1,40,5.0,4,0,82,0
36285,Operations,region_7,Bachelor's,m,other,1,36,5.0,12,0,58,0
76186,Operations,region_4,Master's & above,m,other,1,51,4.0,9,0,60,0
9140,Technology,region_23,Bachelor's,m,sourcing,1,25,5.0,2,0,83,0
76275,Technology,region_2,Bachelor's,f,sourcing,1,42,4.0,17,0,81,0
17464,Operations,region_7,Bachelor's,m,other,1,35,4.0,8,0,60,0
76411,Analytics,region_7,Bachelor's,m,sourcing,2,27,3.0,2,0,85,0
45061,Operations,region_2,Below Secondary,m,other,1,25,3.0,3,0,61,1
11582,Procurement,region_17,Bachelor's,f,other,1,55,4.0,11,0,73,0
17999,Operations,region_16,Bachelor's,m,sourcing,1,30,2.0,6,0,60,0
22731,Procurement,region_23,Bachelor's,f,sourcing,1,32,2.0,6,0,68,0
70191,Operations,region_34,Bachelor's,m,other,2,30,3.0,4,0,59,0
61281,Technology,region_2,Bachelor's,m,other,1,46,5.0,4,0,83,1
46035,Procurement,region_32,Bachelor's,m,other,1,34,3.0,11,0,75,0
70226,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,35,4.0,7,0,51,0
1295,Operations,region_6,Bachelor's,f,other,1,34,1.0,6,0,60,0
17675,HR,region_2,Bachelor's,m,other,1,45,4.0,2,0,44,0
62572,Operations,region_22,Bachelor's,m,other,1,28,2.0,6,0,61,0
56322,Sales & Marketing,region_22,Bachelor's,m,other,1,25,3.0,3,0,46,0
17453,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,28,1.0,5,0,62,1
35035,Technology,region_7,Bachelor's,m,sourcing,1,36,4.0,4,0,94,1
41926,Sales & Marketing,region_13,Master's & above,m,sourcing,1,32,3.0,5,0,48,0
44555,Sales & Marketing,region_13,Bachelor's,f,other,1,40,3.0,6,0,53,0
49831,Operations,region_7,Bachelor's,m,sourcing,1,32,4.0,5,0,58,0
38423,Technology,region_16,Bachelor's,f,sourcing,1,33,4.0,4,0,78,0
68786,Sales & Marketing,region_2,Bachelor's,m,other,1,47,5.0,7,0,53,0
32374,Operations,region_2,Bachelor's,f,other,1,53,3.0,2,0,60,0
59340,Technology,region_7,Bachelor's,m,other,2,35,3.0,5,0,81,0
43371,Sales & Marketing,region_30,Bachelor's,m,other,1,35,1.0,7,0,48,0
68813,Technology,region_5,Bachelor's,f,other,1,31,1.0,7,0,76,0
7323,Technology,region_2,Bachelor's,m,other,1,41,3.0,6,0,81,0
19504,Technology,region_28,Master's & above,f,other,1,30,4.0,4,0,81,0
7925,Analytics,region_34,Bachelor's,m,other,1,31,3.0,6,0,83,0
52969,Sales & Marketing,region_14,Bachelor's,m,other,1,47,1.0,13,0,51,0
43603,Sales & Marketing,region_2,Master's & above,m,sourcing,2,54,1.0,14,0,48,0
31410,Sales & Marketing,region_13,Bachelor's,m,other,2,24,3.0,2,0,53,0
12963,Technology,region_25,Master's & above,m,sourcing,1,36,4.0,10,0,82,0
16684,Sales & Marketing,region_25,Bachelor's,m,other,1,35,1.0,4,0,55,0
71820,Procurement,region_12,Bachelor's,f,other,1,26,3.0,4,0,69,0
51628,Technology,region_10,Master's & above,m,other,2,34,5.0,10,0,82,0
14235,HR,region_2,Master's & above,f,other,1,59,5.0,18,0,45,0
28270,Analytics,region_34,Bachelor's,m,other,1,34,3.0,8,0,82,0
67281,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,54,2.0,13,0,46,0
28983,Finance,region_2,Master's & above,m,other,2,34,3.0,8,0,64,0
17126,Analytics,region_26,Bachelor's,m,sourcing,1,36,3.0,3,0,80,0
8043,Sales & Marketing,region_22,Master's & above,m,other,2,33,3.0,7,0,52,0
38488,Operations,region_7,Master's & above,m,sourcing,1,33,3.0,5,0,58,0
1212,Technology,region_28,Bachelor's,m,other,1,27,3.0,4,0,81,0
50471,Technology,region_17,Bachelor's,m,other,1,32,4.0,5,0,80,0
14757,Sales & Marketing,region_26,Bachelor's,f,other,1,27,4.0,6,1,49,0
20978,Procurement,region_16,Bachelor's,m,other,1,36,3.0,4,0,71,0
2958,Procurement,region_16,Bachelor's,f,other,1,26,5.0,2,0,63,0
15311,Sales & Marketing,region_1,Master's & above,m,sourcing,1,38,5.0,10,0,49,0
59780,HR,region_2,Master's & above,f,other,1,59,2.0,15,0,49,0
9077,Technology,region_22,Bachelor's,m,other,1,33,4.0,9,0,83,0
27330,Operations,region_22,Bachelor's,m,referred,1,27,3.0,2,0,62,0
28003,Procurement,region_2,Bachelor's,m,other,3,29,3.0,6,0,68,0
10974,Procurement,region_2,Bachelor's,m,sourcing,2,55,5.0,6,0,86,1
20099,Operations,region_19,Bachelor's,f,other,1,36,4.0,3,0,59,0
17131,Operations,region_23,Bachelor's,m,other,1,31,5.0,3,0,55,0
13950,Technology,region_15,Bachelor's,m,other,1,29,5.0,4,0,83,0
37885,Technology,region_7,Bachelor's,m,other,1,33,4.0,5,0,77,0
2173,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,5.0,6,0,47,0
49452,Operations,region_2,Bachelor's,m,other,3,30,4.0,6,0,55,0
68772,Operations,region_28,Master's & above,f,other,1,34,4.0,6,0,57,0
14940,Sales & Marketing,region_22,Bachelor's,m,sourcing,4,27,3.0,6,0,47,0
36130,Technology,region_13,Bachelor's,m,other,1,44,4.0,13,0,83,0
10682,Procurement,region_10,Master's & above,f,sourcing,1,36,5.0,7,0,68,0
12091,Sales & Marketing,region_19,Master's & above,m,sourcing,1,45,2.0,18,0,49,0
69170,Technology,region_6,Bachelor's,m,other,2,28,3.0,2,0,75,0
77286,Legal,region_20,Bachelor's,m,sourcing,1,33,4.0,5,0,55,0
36952,Technology,region_7,Master's & above,m,sourcing,1,34,3.0,6,0,79,0
16711,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,45,3.0,7,0,49,0
33038,Finance,region_2,Bachelor's,m,other,2,28,4.0,1,0,65,0
37276,Analytics,region_22,Bachelor's,m,referred,1,27,3.0,2,0,89,0
8242,Sales & Marketing,region_13,Bachelor's,m,sourcing,2,32,1.0,6,0,47,0
47413,Technology,region_2,Bachelor's,m,other,1,40,3.0,10,0,82,0
62375,Operations,region_2,Bachelor's,m,other,2,36,5.0,3,0,59,0
6916,Technology,region_17,Master's & above,f,other,2,34,3.0,6,0,79,0
76410,Sales & Marketing,region_18,Bachelor's,m,other,1,32,3.0,7,0,49,0
67837,Procurement,region_2,Master's & above,f,sourcing,1,42,3.0,7,0,67,1
30718,Analytics,region_28,Bachelor's,m,sourcing,1,31,4.0,8,0,86,0
6213,Sales & Marketing,region_20,Bachelor's,m,other,1,32,5.0,7,0,49,0
34379,HR,region_3,Master's & above,m,sourcing,1,32,2.0,7,0,48,0
55577,Operations,region_22,Bachelor's,m,other,3,31,5.0,2,0,63,1
30001,Operations,region_4,Master's & above,f,other,1,42,5.0,11,0,65,1
17939,Technology,region_17,Bachelor's,f,sourcing,1,46,3.0,13,0,78,0
67407,Procurement,region_2,Master's & above,m,other,4,40,4.0,9,0,66,0
49493,Sales & Marketing,region_3,Bachelor's,m,other,1,31,5.0,6,0,50,0
20194,Procurement,region_19,Master's & above,m,sourcing,1,39,4.0,3,0,66,0
33439,Sales & Marketing,region_2,Bachelor's,m,other,3,35,1.0,3,0,48,0
70139,Operations,region_22,Bachelor's,m,other,1,44,4.0,7,0,56,0
3020,Operations,region_2,Bachelor's,f,other,1,40,5.0,6,0,62,0
74341,Procurement,region_8,Master's & above,f,sourcing,1,39,3.0,2,0,69,0
64922,Operations,region_22,Bachelor's,m,sourcing,2,30,5.0,5,0,58,0
52062,R&D,region_11,Master's & above,m,sourcing,1,29,3.0,2,0,84,0
10300,Operations,region_7,Bachelor's,m,other,1,33,5.0,9,0,59,0
48473,Technology,region_4,Bachelor's,m,sourcing,1,26,1.0,5,0,81,0
59086,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,38,1.0,3,0,45,0
25839,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,35,4.0,10,0,53,0
18616,Operations,region_22,Bachelor's,m,sourcing,2,34,3.0,4,0,61,0
54166,Analytics,region_22,Bachelor's,m,sourcing,1,31,1.0,3,0,83,0
9191,Operations,region_2,Bachelor's,f,sourcing,3,24,5.0,2,0,58,0
66206,Sales & Marketing,region_16,Bachelor's,f,sourcing,1,29,3.0,4,0,43,0
64046,Procurement,region_22,Master's & above,f,sourcing,1,29,3.0,2,0,69,0
71564,Operations,region_20,Bachelor's,m,other,4,32,5.0,5,0,60,0
16627,Technology,region_33,Bachelor's,m,sourcing,1,27,3.0,2,0,82,0
22993,Technology,region_2,Master's & above,m,referred,1,40,3.0,9,0,80,0
53637,Technology,region_22,Master's & above,m,other,1,48,3.0,13,0,78,0
45305,Operations,region_14,Bachelor's,m,other,2,34,5.0,6,0,61,0
77749,Procurement,region_9,Bachelor's,m,sourcing,1,28,3.0,5,0,72,0
10745,Operations,region_19,Master's & above,f,other,1,39,5.0,7,0,60,0
35119,Technology,region_22,Bachelor's,f,sourcing,1,34,4.0,7,0,76,0
12894,Sales & Marketing,region_31,Bachelor's,m,other,1,40,3.0,7,0,49,0
26433,HR,region_2,Bachelor's,m,other,2,31,1.0,7,0,48,0
51030,Operations,region_2,Bachelor's,m,other,1,50,4.0,8,0,58,0
3881,Sales & Marketing,region_4,Master's & above,m,other,1,31,3.0,5,0,52,0
39580,Technology,region_2,Master's & above,m,other,1,38,5.0,9,0,87,1
539,R&D,region_22,Master's & above,m,sourcing,1,29,2.0,3,0,86,0
6407,Sales & Marketing,region_22,Master's & above,m,other,1,34,5.0,8,0,51,0
17508,Sales & Marketing,region_19,Bachelor's,f,sourcing,1,41,3.0,4,0,50,0
40344,Procurement,region_27,Master's & above,f,other,1,34,5.0,8,0,71,0
62652,Finance,region_2,Bachelor's,f,other,1,25,4.0,3,0,61,0
65582,Sales & Marketing,region_2,Bachelor's,f,other,1,48,1.0,7,0,49,0
31290,Analytics,region_7,Bachelor's,m,sourcing,1,40,5.0,8,0,82,0
61616,Sales & Marketing,region_13,Master's & above,f,sourcing,1,33,1.0,9,0,47,0
47838,Sales & Marketing,region_20,Bachelor's,m,other,2,33,1.0,10,0,50,0
9840,HR,region_25,Bachelor's,m,other,1,28,4.0,2,1,49,0
61615,Sales & Marketing,region_2,Master's & above,m,other,2,55,2.0,19,0,48,0
46827,Technology,region_13,Bachelor's,f,other,1,29,4.0,5,0,79,0
63322,Procurement,region_34,Bachelor's,m,other,2,27,1.0,2,0,70,0
59372,Procurement,region_17,Master's & above,m,other,1,42,3.0,5,0,68,0
47063,Technology,region_7,Bachelor's,m,other,1,29,5.0,2,0,80,1
68754,Sales & Marketing,region_32,Bachelor's,m,other,1,33,2.0,3,0,45,0
72705,Procurement,region_13,Bachelor's,f,other,1,28,3.0,4,0,69,0
51126,Technology,region_13,Bachelor's,f,sourcing,1,26,4.0,3,0,78,0
43714,Procurement,region_27,Bachelor's,m,other,1,28,4.0,5,0,68,0
64249,Operations,region_4,Master's & above,m,other,1,47,3.0,6,1,76,1
63026,Sales & Marketing,region_26,Bachelor's,m,other,1,30,3.0,2,0,50,0
57012,Sales & Marketing,region_15,Bachelor's,m,other,2,30,2.0,3,0,47,0
40122,Technology,region_5,Master's & above,m,other,1,37,3.0,9,0,85,0
62065,Sales & Marketing,region_34,Bachelor's,f,sourcing,1,27,5.0,4,0,50,1
57070,Operations,region_19,Master's & above,f,sourcing,1,33,5.0,4,0,57,0
50262,Procurement,region_2,Bachelor's,f,other,2,26,1.0,2,0,68,0
9340,Sales & Marketing,region_13,Master's & above,m,other,1,47,1.0,8,0,50,0
27086,HR,region_2,Bachelor's,f,sourcing,1,45,4.0,13,0,53,0
8063,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,38,3.0,9,0,49,0
57963,Procurement,region_6,Bachelor's,m,sourcing,1,35,4.0,3,0,72,0
45067,Operations,region_4,Bachelor's,f,other,1,36,5.0,7,0,57,0
33434,Procurement,region_2,Master's & above,f,sourcing,1,51,2.0,6,0,69,0
50329,Sales & Marketing,region_7,Bachelor's,m,other,1,49,3.0,4,0,50,0
46426,Procurement,region_29,Bachelor's,m,sourcing,2,36,5.0,6,0,68,0
31647,Operations,region_15,Bachelor's,m,sourcing,1,39,3.0,9,0,56,0
66092,Operations,region_12,Master's & above,m,sourcing,1,37,4.0,8,0,58,0
74910,Sales & Marketing,region_22,Master's & above,f,sourcing,1,40,2.0,11,0,55,0
17306,Sales & Marketing,region_7,Bachelor's,f,sourcing,3,39,3.0,2,0,53,0
69181,Operations,region_5,Master's & above,m,sourcing,1,39,2.0,12,0,63,0
63849,Operations,region_15,Master's & above,m,other,2,38,5.0,9,0,82,1
15035,Technology,region_15,Master's & above,m,other,1,39,2.0,4,0,72,0
7440,Procurement,region_6,Bachelor's,m,other,2,28,4.0,2,0,72,0
38144,Sales & Marketing,region_22,Bachelor's,m,other,2,25,2.0,2,0,50,0
45331,Technology,region_7,Master's & above,m,other,1,45,3.0,12,0,77,1
24064,Analytics,region_26,Bachelor's,m,sourcing,1,40,2.0,6,0,85,0
31606,Legal,region_5,Bachelor's,m,sourcing,1,29,3.0,3,0,60,0
47029,Sales & Marketing,region_26,Bachelor's,f,other,1,28,5.0,3,0,44,0
38925,Analytics,region_2,Master's & above,m,sourcing,2,39,3.0,14,0,82,0
18960,Sales & Marketing,region_27,Bachelor's,m,other,1,32,3.0,7,0,45,0
5686,Procurement,region_31,Master's & above,m,sourcing,1,33,3.0,7,0,62,0
68170,Sales & Marketing,region_20,Bachelor's,m,other,2,28,1.0,2,1,49,0
11188,Operations,region_26,Bachelor's,m,sourcing,1,35,3.0,8,0,56,0
13059,Procurement,region_7,Master's & above,m,sourcing,2,54,3.0,16,0,68,0
49426,Sales & Marketing,region_7,Master's & above,m,other,1,36,5.0,2,1,91,1
20589,Analytics,region_2,Bachelor's,m,other,1,42,1.0,5,0,83,0
12325,Sales & Marketing,region_2,Master's & above,m,sourcing,2,38,4.0,3,0,46,0
37539,Operations,region_32,Bachelor's,m,other,1,44,3.0,14,0,57,0
75115,Sales & Marketing,region_2,Bachelor's,m,other,1,25,4.0,2,0,49,0
15459,Procurement,region_2,Master's & above,f,other,1,38,5.0,7,0,77,0
33602,Operations,region_7,Bachelor's,f,sourcing,1,39,3.0,2,0,56,0
31866,Operations,region_30,Bachelor's,m,other,1,31,3.0,1,0,57,0
55089,Procurement,region_31,Bachelor's,f,sourcing,1,25,3.0,2,0,71,0
66301,Operations,region_25,Bachelor's,m,sourcing,1,34,3.0,9,0,55,0
44688,Sales & Marketing,region_7,Bachelor's,m,other,1,36,4.0,4,0,48,0
46986,Analytics,region_14,Bachelor's,m,other,1,31,3.0,2,0,83,0
19328,Procurement,region_17,Bachelor's,m,other,1,41,2.0,4,0,73,0
20156,Sales & Marketing,region_20,Bachelor's,m,other,1,27,5.0,3,0,49,0
50725,Procurement,region_26,Bachelor's,m,sourcing,1,33,5.0,4,0,69,0
22471,Operations,region_6,Bachelor's,f,other,1,35,3.0,7,0,58,0
35932,Analytics,region_31,Master's & above,m,sourcing,1,32,4.0,7,0,79,0
57489,Sales & Marketing,region_14,Bachelor's,m,other,1,25,4.0,3,0,47,0
47953,Operations,region_2,Bachelor's,m,other,1,49,1.0,12,0,57,0
58414,Analytics,region_22,Bachelor's,m,sourcing,3,28,4.0,2,0,81,0
35479,Operations,region_31,Bachelor's,f,sourcing,1,34,2.0,7,0,57,0
18035,Sales & Marketing,region_33,Bachelor's,m,other,1,31,4.0,5,0,54,0
63805,Technology,region_27,Bachelor's,m,sourcing,1,30,4.0,4,0,79,0
50350,Operations,region_7,Master's & above,f,other,1,31,2.0,5,0,63,0
64709,Sales & Marketing,region_25,Bachelor's,m,other,1,33,4.0,4,0,47,0
